,code,url,creator,Unnamed: 3,product_name,Unnamed: 5,quantity,countries,ingredients,allergens,Unnamed: 10,Unnamed: 11,Unnamed: 12,serving_size,Unnamed: 14,Unnamed: 15,Unnamed: 16,nutriscore_score,nutriscore_grade,image_url,image_small_url,image_front_url,image_front_small_url,image_ingredients_url,image_ingredients_small_url,image_nutrition_url,image_nutrition_small_url,energy-kj_100g,energy-kcal_100g,energy_100g,fat_100g,saturated-fat_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,sodium_100g,Unnamed: 38,nutrition-score-fr_100g
10,8413725005304,https://world.openfoodfacts.org/product/8413725005304,kiliweb,0.0,Nougat à l'amende,0.0,400.0,France,"Sucre, _amandes_ 30 %, sirop de glucose-fructose, miel, hostie, blanc d'_œuf_, arôme vanilline.","en:eggs,en:nuts",0.0,0.0,0.0,0,0.0,0.0,0.0,15.0,d,https://static.openfoodfacts.org/images/products/841/372/500/5304/front_fr.8.400.jpg,https://static.openfoodfacts.org/images/products/841/372/500/5304/front_fr.8.200.jpg,https://static.openfoodfacts.org/images/products/841/372/500/5304/front_fr.8.400.jpg,https://static.openfoodfacts.org/images/products/841/372/500/5304/front_fr.8.200.jpg,https://static.openfoodfacts.org/images/products/841/372/500/5304/ingredients_fr.9.400.jpg,https://static.openfoodfacts.org/images/products/841/372/500/5304/ingredients_fr.9.200.jpg,https://static.openfoodfacts.org/images/products/841/372/500/5304/nutrition_fr.10.400.jpg,https://static.openfoodfacts.org/images/products/841/372/500/5304/nutrition_fr.10.200.jpg,0.0,430.0,1799.0,13.0,1.0,71.0,64.0,0.0,6.0,0.07,0.027999999999999997,0.0,15.0
11,3477730050044,https://world.openfoodfacts.org/product/3477730050044,openfoodfacts-contributors,0.0,Chocolat noir 72%,0.0,100.0,France,"pâte de cacao Équateur*, sucre de canne blond* beurre de cacao*, sésame* 10 %, extrait de vanille* Ingrédients agricoles issus de l'agriculture biologique.  Peut contenir des traces de fruits à coques, de gluten, d'oeuf, de soja et de lait.",0,0.0,0.0,0.0,0,0.0,0.0,0.0,12.0,d,https://static.openfoodfacts.org/images/products/347/773/005/0044/front_en.4.400.jpg,https://static.openfoodfacts.org/images/products/347/773/005/0044/front_en.4.200.jpg,https://static.openfoodfacts.org/images/products/347/773/005/0044/front_en.4.400.jpg,https://static.openfoodfacts.org/images/products/347/773/005/0044/front_en.4.200.jpg,https://static.openfoodfacts.org/images/products/347/773/005/0044/ingredients_en.10.400.jpg,https://static.openfoodfacts.org/images/products/347/773/005/0044/ingredients_en.10.200.jpg,https://static.openfoodfacts.org/images/products/347/773/005/0044/nutrition_fr.18.400.jpg,https://static.openfoodfacts.org/images/products/347/773/005/0044/nutrition_fr.18.200.jpg,0.0,582.0,2435.0,44.0,0.0,31.0,24.0,0.0,9.899999618999999,0.009999999776,0.003999999911,0.0,12.0
12,3477730050037,https://world.openfoodfacts.org/product/3477730050037,kiliweb,0.0,Kaoka chocolat noir reglisse,0.0,100.0,France,"Pâte de cacao Equateur*, sucre de canne blond*, beurre de cacao*, racine de réglisse en poudre* 1,8%, extrait de vanille*. * Ingrédients agricoles issus de l'agriculture biologique. Cacao, sucre, vanille, Commerce Equitable controlé sous le référentiel Fair for Life : 98% des ingrédients d'origine agricole sont issus de filières BioPartenaire.  Peut contenir des traces de fruits à coques, de gluten, d'oeuf, de lait, de soja et de sésame.",0,0.0,0.0,0.0,0,0.0,0.0,0.0,22.0,e,https://static.openfoodfacts.org/images/products/347/773/005/0037/front_fr.6.400.jpg,https://static.openfoodfacts.org/images/products/347/773/005/0037/front_fr.6.200.jpg,https://static.openfoodfacts.org/images/products/347/773/005/0037/front_fr.6.400.jpg,https://static.openfoodfacts.org/images/products/347/773/005/0037/front_fr.6.200.jpg,https://static.openfoodfacts.org/images/products/347/773/005/0037/ingredients_fr.9.400.jpg,https://static.openfoodfacts.org/images/products/347/773/005/0037/ingredients_fr.9.200.jpg,https://static.openfoodfacts.org/images/products/347/773/005/0037/nutrition_fr.26.400.jpg,https://static.openfoodfacts.org/images/products/347/773/005/0037/nutrition_fr.26.200.jpg,0.0,578.0,2418.0,43.0,27.0,34.0,27.0,0.0,8.2,0.01,0.004,0.0,22.0
13,3760116502252,https://world.openfoodfacts.org/product/3760116502252,kiliweb,0.0,Le p'tit craq,0.0,150.0,France,"Sucre, amande 21%, farine de blé, blanc d’œuf.",0,0.0,0.0,0.0,0,0.0,0.0,0.0,12.0,d,https://static.openfoodfacts.org/images/products/376/011/650/2252/front_fr.10.400.jpg,https://static.openfoodfacts.org/images/products/376/011/650/2252/front_fr.10.200.jpg,https://static.openfoodfacts.org/images/products/376/011/650/2252/front_fr.10.400.jpg,https://static.openfoodfacts.org/images/products/376/011/650/2252/front_fr.10.200.jpg,https://static.openfoodfacts.org/images/products/376/011/650/2252/ingredients_fr.12.400.jpg,https://static.openfoodfacts.org/images/products/376/011/650/2252/ingredients_fr.12.200.jpg,https://static.openfoodfacts.org/images/products/376/011/650/2252/nutrition_fr.22.400.jpg,https://static.openfoodfacts.org/images/products/376/011/650/2252/nutrition_fr.22.200.jpg,0.0,460.0,1925.0,16.0,1.3,68.0,61.0,4.0,10.0,0.1,0.04,0.0,12.0
14,20157531,https://world.openfoodfacts.org/product/20157531,kiliweb,0.0,Herbe Sahne,0.0,200.0,"Österreich,Tschechien,Frankreich,Deutschland","Zucker, Kakaomasse, _Sahnepulver_ (16 % ), Kakaobutter, _Vollmilchpulver_ (4%), _Süßmolkenpulver_, Emulgator: Sonnenblumen-Lecithine. Kann Spuren von Haselnüssen, Mandeln, Gluten und Soja enthalten.",en:milk,0.0,0.0,0.0,0,0.0,0.0,0.0,21.0,e,https://static.openfoodfacts.org/images/products/20157531/front_de.18.400.jpg,https://static.openfoodfacts.org/images/products/20157531/front_de.18.200.jpg,https://static.openfoodfacts.org/images/products/20157531/front_de.18.400.jpg,https://static.openfoodfacts.org/images/products/20157531/front_de.18.200.jpg,https://static.openfoodfacts.org/images/products/20157531/ingredients_de.15.400.jpg,https://static.openfoodfacts.org/images/products/20157531/ingredients_de.15.200.jpg,https://static.openfoodfacts.org/images/products/20157531/nutrition_de.16.400.jpg,https://static.openfoodfacts.org/images/products/20157531/nutrition_de.16.200.jpg,0.0,566.0,2368.0,39.5,25.1,41.8,39.7,5.2,8.1,0.25,0.1,0.0,21.0
15,3347437001383,https://world.openfoodfacts.org/product/3347437001383,kiliweb,0.0,Chocolat Noir / Noisettes,0.0,100.0,France,"Pâte de cacao*, sucre de canne* , beurre de cacao*, noisettes entières* (15%). Cacao*: 74% dans le chocolat. *Produit issu de l'Agriculture Biologique. Peut contenir des traces de gluten, fruits à coque et lait.",0,0.0,0.0,0.0,0,0.0,0.0,0.0,16.0,d,https://static.openfoodfacts.org/images/products/334/743/700/1383/front_fr.21.400.jpg,https://static.openfoodfacts.org/images/products/334/743/700/1383/front_fr.21.200.jpg,https://static.openfoodfacts.org/images/products/334/743/700/1383/front_fr.21.400.jpg,https://static.openfoodfacts.org/images/products/334/743/700/1383/front_fr.21.200.jpg,https://static.openfoodfacts.org/images/products/334/743/700/1383/ingredients_fr.11.400.jpg,https://static.openfoodfacts.org/images/products/334/743/700/1383/ingredients_fr.11.200.jpg,https://static.openfoodfacts.org/images/products/334/743/700/1383/nutrition_fr.22.400.jpg,https://static.openfoodfacts.org/images/products/334/743/700/1383/nutrition_fr.22.200.jpg,0.0,605.0,2531.0,49.1,23.6,27.2,19.6,10.2,9.6,0.02,0.008,0.0,16.0
16,3760017710053,https://world.openfoodfacts.org/product/3760017710053,kiliweb,0.0,Palmier au beurre frais,0.0,240.0,France,"Farine de _blé_, _Beurre_ frais 30 %, Eau, Sucre, Sel.","en:gluten,en:milk",0.0,0.0,0.0,0,0.0,0.0,0.0,20.0,e,https://static.openfoodfacts.org/images/products/376/001/771/0053/front_fr.4.400.jpg,https://static.openfoodfacts.org/images/products/376/001/771/0053/front_fr.4.200.jpg,https://static.openfoodfacts.org/images/products/376/001/771/0053/front_fr.4.400.jpg,https://static.openfoodfacts.org/images/products/376/001/771/0053/front_fr.4.200.jpg,https://static.openfoodfacts.org/images/products/376/001/771/0053/ingredients_fr.11.400.jpg,https://static.openfoodfacts.org/images/products/376/001/771/0053/ingredients_fr.11.200.jpg,https://static.openfoodfacts.org/images/products/376/001/771/0053/nutrition_fr.17.400.jpg,https://static.openfoodfacts.org/images/products/376/001/771/0053/nutrition_fr.17.200.jpg,0.0,515.0,2155.0,26.9,13.1,60.9,17.8,0.0,6.15,0.3,0.12,0.0,20.0
17,8426617060336,https://world.openfoodfacts.org/product/8426617060336,kiliweb,0.0,Cocktail Brillo,0.0,0.0,"Francia,España",Jarabe de glucosa,0,0.0,0.0,0.0,0,0.0,0.0,0.0,14.0,d,https://static.openfoodfacts.org/images/products/842/661/706/0336/front_es.7.400.jpg,https://static.openfoodfacts.org/images/products/842/661/706/0336/front_es.7.200.jpg,https://static.openfoodfacts.org/images/products/842/661/706/0336/front_es.7.400.jpg,https://static.openfoodfacts.org/images/products/842/661/706/0336/front_es.7.200.jpg,https://static.openfoodfacts.org/images/products/842/661/706/0336/ingredients_es.9.400.jpg,https://static.openfoodfacts.org/images/products/842/661/706/0336/ingredients_es.9.200.jpg,https://static.openfoodfacts.org/images/products/842/661/706/0336/nutrition_es.22.400.jpg,https://static.openfoodfacts.org/images/products/842/661/706/0336/nutrition_es.22.200.jpg,0.0,352.0,1473.0,0.5,0.1000000015,80.0,56.0,0.0,6.599999905,0.01999999955,0.007999999821,0.0,14.0
18,3760091729064,https://world.openfoodfacts.org/product/3760091729064,kiliweb,0.0,Chocolat noir amande physalis,0.0,100.0,France,"Pâte de cacao du Pérou 46 %, sucre de canne, _amande_ entière 12 %, beurre de cacao, physalis 5 %, purée de _noisette_.",0,0.0,0.0,0.0,0,0.0,0.0,0.0,18.0,d,https://static.openfoodfacts.org/images/products/376/009/172/9064/front_fr.31.400.jpg,https://static.openfoodfacts.org/images/products/376/009/172/9064/front_fr.31.200.jpg,https://static.openfoodfacts.org/images/products/376/009/172/9064/front_fr.31.400.jpg,https://static.openfoodfacts.org/images/products/376/009/172/9064/front_fr.31.200.jpg,https://static.openfoodfacts.org/images/products/376/009/172/9064/ingredients_fr.10.400.jpg,https://static.openfoodfacts.org/images/products/376/009/172/9064/ingredients_fr.10.200.jpg,https://static.openfoodfacts.org/images/products/376/009/172/9064/nutrition_fr.34.400.jpg,https://static.openfoodfacts.org/images/products/376/009/172/9064/nutrition_fr.34.200.jpg,0.0,573.0,2397.0,40.2,20.1,38.4,28.2,9.2,9.8,0.07,0.027999999999999997,0.0,18.0
19,3364699330280,https://world.openfoodfacts.org/product/3364699330280,kiliweb,0.0,Gingembre confit en morceaux,0.0,180.0,France,"GINGEMBRE 60%, SUCRE",0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,https://static.openfoodfacts.org/images/products/336/469/933/0280/front_fr.4.400.jpg,https://static.openfoodfacts.org/images/products/336/469/933/0280/front_fr.4.200.jpg,https://static.openfoodfacts.org/images/products/336/469/933/0280/front_fr.4.400.jpg,https://static.openfoodfacts.org/images/products/336/469/933/0280/front_fr.4.200.jpg,https://static.openfoodfacts.org/images/products/336/469/933/0280/ingredients_fr.13.400.jpg,https://static.openfoodfacts.org/images/products/336/469/933/0280/ingredients_fr.13.200.jpg,https://static.openfoodfacts.org/images/products/336/469/933/0280/nutrition_fr.7.400.jpg,https://static.openfoodfacts.org/images/products/336/469/933/0280/nutrition_fr.7.200.jpg,0.0,290.0,1213.0,0.0,0.0,68.0,66.0,2.0,0.0,0.0,0.0,0.0,0.0
20,7622210343239,https://world.openfoodfacts.org/product/7622210343239,parukhin,0.0,Воздушный Тёмный шоколад,0.0,85.0,Россия,"Сахар, какао тертое, масло какао, жир молочный, эмульгаторы (лецитин соевый, Е476), ароматизатор. _COДЕРЖИТ МОЛОЧНЫЙ ПРОДУКТ, ЛЕЦИТИН СОЕВЫЙ. МОЖЕТ СОДЕРЖАТЬ СЛЕДЫ  АРАХИСА, ДРУГИХ ОРЕХОВ И ПШЕНИЦЫ_. В темной шоколадной массе содержание общего  сухого остатка какао — не менее 40%.","ru:лецитин соевый,ru:молочный продукт",0.0,0.0,0.0,14 g,0.0,0.0,0.0,21.0,e,https://static.openfoodfacts.org/images/products/762/221/034/3239/front_ru.3.400.jpg,https://static.openfoodfacts.org/images/products/762/221/034/3239/front_ru.3.200.jpg,https://static.openfoodfacts.org/images/products/762/221/034/3239/front_ru.3.400.jpg,https://static.openfoodfacts.org/images/products/762/221/034/3239/front_ru.3.200.jpg,https://static.openfoodfacts.org/images/products/762/221/034/3239/ingredients_ru.14.400.jpg,https://static.openfoodfacts.org/images/products/762/221/034/3239/ingredients_ru.14.200.jpg,https://static.openfoodfacts.org/images/products/762/221/034/3239/nutrition_ru.10.400.jpg,https://static.openfoodfacts.org/images/products/762/221/034/3239/nutrition_ru.10.200.jpg,2130.0,510.0,2130.0,29.5,18.0,55.5,52.5,7.7,5.3,0.0,0.0,0.0,21.0
21,4316268405409,https://world.openfoodfacts.org/product/4316268405409,openfoodfacts-contributors,0.0,Choco Edition Edelbitter Schokolade,0.0,100.0,"Deutschland,Schweiz","Kakagomasse, Zucker, Kakaobutter, Kakaopulver, natürliches Vanille-Aroma.",0,0.0,0.0,0.0,0,0.0,0.0,0.0,17.0,d,https://static.openfoodfacts.org/images/products/431/626/840/5409/front_de.8.400.jpg,https://static.openfoodfacts.org/images/products/431/626/840/5409/front_de.8.200.jpg,https://static.openfoodfacts.org/images/products/431/626/840/5409/front_de.8.400.jpg,https://static.openfoodfacts.org/images/products/431/626/840/5409/front_de.8.200.jpg,https://static.openfoodfacts.org/images/products/431/626/840/5409/ingredients_de.3.400.jpg,https://static.openfoodfacts.org/images/products/431/626/840/5409/ingredients_de.3.200.jpg,https://static.openfoodfacts.org/images/products/431/626/840/5409/nutrition_de.10.400.jpg,https://static.openfoodfacts.org/images/products/431/626/840/5409/nutrition_de.10.200.jpg,2450.0,0.0,2450.0,46.0,28.0,31.0,27.0,11.0,8.0,0.0,0.0,0.0,17.0
22,4606272037292,https://world.openfoodfacts.org/product/4606272037292,openfoodfacts-contributors,0.0,Пористый,0.0,82.0,Россия,"Сахар, масло какао, молоко сухое цельное, какао тертое, сыворотка молочная сухая, молочный жир, эмульгаторы (соевый лецитин, Е476), ароматизатор натуральный. Продукт может содержать арахис, орехи, яичный белок и глютен. В молочной шоколадной массе: сухой общий остаток какао - не менее 25 %, сухой обезжиренный остаток какао - не менее 2,5%, сухой молочный остаток - не менее 12 %, молочный жир - не менее 2,5 %.",0,0.0,0.0,0.0,20.5 g,0.0,0.0,0.0,0.0,0,https://static.openfoodfacts.org/images/products/460/627/203/7292/front_ru.4.400.jpg,https://static.openfoodfacts.org/images/products/460/627/203/7292/front_ru.4.200.jpg,https://static.openfoodfacts.org/images/products/460/627/203/7292/front_ru.4.400.jpg,https://static.openfoodfacts.org/images/products/460/627/203/7292/front_ru.4.200.jpg,https://static.openfoodfacts.org/images/products/460/627/203/7292/ingredients_ru.7.400.jpg,https://static.openfoodfacts.org/images/products/460/627/203/7292/ingredients_ru.7.200.jpg,https://static.openfoodfacts.org/images/products/460/627/203/7292/nutrition_ru.10.400.jpg,https://static.openfoodfacts.org/images/products/460/627/203/7292/nutrition_ru.10.200.jpg,2254.0,540.0,2254.0,30.0,0.0,59.0,0.0,0.0,6.3,0.0,0.0,0.0,0.0
